접수연도,자치구코드,자치구명,법정동코드,법정동명,지번구분,지번구분명,본번,부번,건물명,계약일,물건금액(만원),건물면적(㎡),토지면적(㎡),층,권리구분,취소일,건축년도,건물용도,신고구분,신고한 개업공인중개사 시군구명
2024,11320,도봉구,10600,방학동,1,대지,274,0,삼익세라믹아파트,20241014,50000,74.105,0,2,,,1988,아파트,중개거래,서울 도봉구
2024,11350,노원구,10500,상계동,1,대지,740,0,상계주공2(고층),20241014,43300,41.3,0,13,,,1987,아파트,중개거래,서울 노원구
2024,11590,동작구,10300,상도1동,1,대지,522,0,상도 프라이드 522,20241014,22000,18.51,20.43,2,,,2020,오피스텔,중개거래,서울 동작구
2024,11440,마포구,12500,성산동,1,대지,590,1,상암 두산위브센티움,20241014,14000,23.07,32.88,5,,,2013,오피스텔,중개거래,서울 양천구
2024,11440,마포구,12500,성산동,1,대지,591,5,상암 스위트포레,20241014,13200,18.55,26.934,10,,,2016,오피스텔,중개거래,서울 마포구
2024,11110,종로구,14900,원서동,1,대지,77,72,상원주택(106동),20241014,30500,59.66,31,1,,,1998,연립다세대,중개거래,서울 종로구
2024,11320,도봉구,10700,창동,1,대지,731,54,새로움아파트,20241014,37500,69.25,0,9,,,2012,아파트,중개거래,서울 도봉구
2024,11215,광진구,10300,구의동,1,대지,656,0,새한,20241014,91000,84.91,0,9,,,2000,아파트,직거래,
2024,11740,강동구,10700,암사동,1,대지,509,0,선사현대아파트,20241014,124800,82.94,0,21,,,2000,아파트,중개거래,서울 강동구
2024,11710,송파구,11300,거여동,1,대지,23,1,성우스타팰리스,20241014,37000,49.94,21,3,,,2017,연립다세대,직거래,
2024,11380,은평구,10200,녹번동,1,대지,86,125,성원빌라(86-125),20241014,16400,53.07,25,4,,,1991,연립다세대,중개거래,서울 은평구
2024,11140,중구,13400,인현동2가,1,대지,240,0,세운푸르지오헤리시티,20241014,38000,28.406,0,4,,,2023,아파트,직거래,
2024,11440,마포구,12500,성산동,1,대지,142,9,세원,20241014,52000,59.87,0,6,,,1996,아파트,중개거래,서울 마포구
2024,11530,구로구,10600,고척동,1,대지,320,0,센츄리,20241014,64000,84.56,0,14,,,1994,아파트,중개거래,"서울 구로구, 서울 양천구"
2024,11200,성동구,10200,하왕십리동,1,대지,1070,0,센트라스,20241014,92500,40.94,0,7,,,2016,아파트,중개거래,서울 성동구
2024,11350,노원구,10500,상계동,1,대지,1098,1,스위트리아,20241014,28000,39.07,24,5,,,2017,연립다세대,중개거래,서울 노원구
2024,11530,구로구,10200,구로동,1,대지,603,9,스타팰리스(603-9),20241014,15500,29.873,40.431,9,,,2003,오피스텔,중개거래,서울 구로구
2024,11440,마포구,10300,신공덕동,1,대지,155,0,신공덕1차삼성래미안1아파트,20241014,172500,114.75,0,13,,,2000,아파트,중개거래,"서울 마포구, 서울 성북구"
2024,11260,중랑구,10600,신내동,1,대지,650,0,신내6대주,20241014,39000,39.84,0,5,,,1996,아파트,중개거래,서울 중랑구
2024,11260,중랑구,10400,묵동,1,대지,20,0,신내대림아파트,20241014,105000,126.28,0,2,,,1995,아파트,중개거래,서울 중랑구
2024,11590,동작구,10900,신대방동,1,대지,601,35,신대방빌,20241014,12200,13.94,10,2,,,2012,연립다세대,중개거래,서울 영등포구
2024,11590,동작구,10700,사당동,1,대지,1137,0,신동아5,20241014,117000,114.68,0,19,,,1998,아파트,중개거래,"서울 동작구, 서울 서초구"
2024,11320,도봉구,10700,창동,1,대지,628,29,신우프라임시티나동,20241014,28900,50.75,24,2,,,2016,연립다세대,중개거래,서울 마포구
2024,11470,양천구,10300,신월동,1,대지,491,1,신월대림,20241014,62500,84.99,0,11,,,2001,아파트,중개거래,서울 양천구
2024,11440,마포구,12200,합정동,1,대지,358,26,신화그린빌라1,20241014,22200,49.71,23,-1,,,1993,연립다세대,중개거래,서울 마포구
2024,11740,강동구,10200,고덕동,1,대지,486,0,아남1,20241014,74600,50.2,0,10,,,1996,아파트,중개거래,서울 강동구
2024,11680,강남구,10400,청담동,1,대지,91,2,아노블리81,20241014,150000,59.95,91.31,11,,,2018,오피스텔,중개거래,서울 강남구
2024,11560,영등포구,10800,영등포동7가,1,대지,203,0,아크로타워스퀘어,20241014,170000,84.65,0,26,,,2017,아파트,중개거래,서울 영등포구
2024,11380,은평구,10600,대조동,1,대지,208,13,엘림아너스빌(208-13),20241014,40000,39.54,25,6,,,2018,연립다세대,중개거래,서울 은평구
2024,11560,영등포구,10800,영등포동7가,1,대지,94,99,여의휴젠느,20241014,45000,36.85,0,11,,,2018,아파트,중개거래,서울 영등포구
2024,11680,강남구,10100,역삼동,1,대지,719,24,역삼역센트럴푸르지오시티,20241014,21000,17.573,28.0423,14,,,2019,오피스텔,중개거래,서울 강남구
2024,11110,종로구,16000,연지동,1,대지,42,0,연지서영빌,20241014,26500,29.24,8,6,,,2018,연립다세대,직거래,
2024,11380,은평구,10900,신사동,1,대지,261,28,예일하이츠빌라(261-28),20241014,21500,56.37,41,2,,,1989,연립다세대,중개거래,서울 은평구
2024,11590,동작구,10200,상도동,1,대지,302,31,오복홈타운,20241014,30000,62.3,43,2,,,2005,연립다세대,중개거래,서울 서초구
2024,11200,성동구,11300,옥수동,1,대지,250,0,옥수삼성,20241014,135000,59.7,0,10,,,1999,아파트,중개거래,서울 성동구
2024,11740,강동구,10600,둔촌동,1,대지,170,1,올림픽파크 포레온,20241014,256623,95.97,0,22,입주권,,0,아파트,중개거래,서울 강동구
2024,11710,송파구,10800,문정동,1,대지,150,0,올림픽훼밀리타운,20241014,204800,117.585,0,3,,,1988,아파트,중개거래,서울 송파구
2024,11545,금천구,10300,시흥동,1,대지,882,61,와이즈플레이스,20241014,9300,14.22,0,17,,,2012,아파트,중개거래,서울 금천구
2024,11200,성동구,10400,도선동,1,대지,257,0,왕십리렉스프리미엄오피스텔,20241014,24600,18.63,27.45,18,,,2020,오피스텔,중개거래,서울 성동구
2024,11170,용산구,12200,문배동,1,대지,10,3,용산리브,20241014,48000,39.79,8,14,,,2017,연립다세대,중개거래,서울 용산구
2024,11530,구로구,10100,신도림동,1,대지,639,0,우성2,20241014,93000,84.82,0,9,,,1996,아파트,중개거래,"서울 강서구, 서울 구로구"
2024,11500,강서구,10600,내발산동,1,대지,693,12,우성아트빌5차A동,20241014,22000,36.45,28,2,,,2013,연립다세대,중개거래,서울 강서구
2024,11500,강서구,10300,화곡동,1,대지,1151,0,우장산한화꿈에그린,20241014,74000,84.98,0,2,,,2004,아파트,중개거래,서울 강서구
2024,11320,도봉구,10500,쌍문동,1,대지,75,45,월드빌리지,20241014,28700,47.32,27,2,,,2017,연립다세대,중개거래,서울 도봉구
2024,11380,은평구,10700,응암동,1,대지,110,1,위산일리온시티,20241014,34300,26.9,0,13,,,2020,아파트,중개거래,서울 은평구
2024,11410,서대문구,11200,대현동,1,대지,90,77,유씨유 이대,20241014,19300,17.31,30.8725,5,,,2018,오피스텔,중개거래,서울 서대문구
2024,11380,은평구,11400,진관동,1,대지,66,0,은평뉴타운꿈에그린,20241014,72200,59.99,0,9,,,2018,아파트,중개거래,서울 은평구
2024,11230,동대문구,10600,장안동,1,대지,580,0,장안위더스빌,20241014,76000,107.97,0,16,,,2011,아파트,직거래,
2024,11230,동대문구,10600,장안동,1,대지,374,1,장안현대벤처빌,20241014,10700,28.49,36.77,2,,,2004,오피스텔,중개거래,서울 동대문구
2024,11740,강동구,10500,길동,1,대지,376,19,재경빌라(나동),20241014,27100,47.4,29,1,,,1987,연립다세대,중개거래,서울 강동구
2024,11290,성북구,13300,정릉동,1,대지,1030,0,정릉힐스테이트1차,20241014,73800,84.823,0,4,,,2007,아파트,중개거래,서울 성북구
2024,11530,구로구,10200,구로동,1,대지,685,222,주공1,20241014,83000,84.87,0,4,,,1986,아파트,중개거래,서울 구로구
2024,11350,노원구,10200,월계동,1,대지,556,0,주공2,20241014,37000,44.52,0,14,,,1992,아파트,중개거래,서울 노원구
2024,11440,마포구,12600,중동,1,대지,391,0,중동계룡아파트,20241014,95000,113.94,0,3,,,2000,아파트,직거래,
2024,11260,중랑구,10300,중화동,1,대지,309,79,중화포레스트빌,20241014,41000,52.62,31,4,,,2020,연립다세대,중개거래,"서울 노원구, 서울 중랑구"
2024,11500,강서구,10600,내발산동,1,대지,688,8,진광,20241014,15900,37.98,20,1,,,1993,연립다세대,중개거래,서울 강서구
2024,11305,강북구,10300,수유동,1,대지,348,23,천지팰리스,20241014,21800,39.44,24,5,,,2018,연립다세대,중개거래,서울 강북구
2024,11410,서대문구,11100,홍제동,1,대지,453,0,청구1차,20241014,87000,84.78,0,12,,,1994,아파트,중개거래,서울 서대문구
2024,11530,구로구,10700,개봉동,1,대지,351,6,청구빌라(351-6),20241014,24800,73.5,41,1,,,1994,연립다세대,중개거래,서울 구로구
2024,11260,중랑구,10100,면목동,1,대지,1343,3,청명에버빌(1343-3),20241014,34000,42.84,34,4,,,2015,연립다세대,중개거래,서울 중랑구
2024,11290,성북구,13800,장위동,1,대지,262,29,청송빌라(262-29),20241014,44000,63.14,26,1,,,2001,연립다세대,중개거래,"서울 성동구, 서울 성북구"
2024,11590,동작구,10700,사당동,1,대지,1153,0,케이씨씨,20241014,96000,84.747,0,5,,,2007,아파트,중개거래,서울 동작구
2024,11215,광진구,10300,구의동,1,대지,246,1,테라펠리스건대3차,20241014,19100,12.47,4,3,,,2021,연립다세대,직거래,
2024,11680,강남구,10100,역삼동,1,대지,709,5,테헤란아이파크,20241014,250000,70.833,0,17,,,2014,아파트,중개거래,서울 강남구
2024,11740,강동구,10800,성내동,1,대지,502,14,토성타운(502-14),20241014,15300,30.67,17,5,,,2003,연립다세대,중개거래,서울 강동구
2024,11710,송파구,10100,잠실동,1,대지,35,0,트리지움,20241014,219000,59.88,0,19,,,2007,아파트,중개거래,"서울 동대문구, 서울 송파구"
2024,11260,중랑구,10100,면목동,1,대지,153,51,파랑새빌라,20241014,45000,46.23,28,4,,,2021,연립다세대,중개거래,서울 중랑구
2024,11500,강서구,10300,화곡동,1,대지,924,4,팔팔빌라,20241014,35000,39.24,27,2,,,1986,연립다세대,직거래,
2024,11350,노원구,10300,공릉동,1,대지,725,0,풍림아파트A,20241014,59600,59.94,0,1,,,2001,아파트,중개거래,서울 성북구
2024,11650,서초구,10100,방배동,1,대지,828,14,프레스턴,20241014,55000,43.16,23,3,,,2017,연립다세대,중개거래,서울 서초구
2024,11530,구로구,11200,항동,1,대지,242,0,하버라인3단지,20241014,79250,84.88,0,3,,,2019,아파트,중개거래,서울 구로구
2024,11500,강서구,10300,화곡동,1,대지,56,433,하은하이츠,20241014,17600,46.48,26,3,,,2008,연립다세대,중개거래,서울 강서구
2024,11200,성동구,11300,옥수동,1,대지,475,0,한남 더 리버 오피스텔,20241014,19000,27.01,37.03,4,,,2004,오피스텔,중개거래,서울 성동구
2024,11530,구로구,10200,구로동,1,대지,182,6,한라빌리언스 오피스텔,20241014,14900,25.99,35.04,9,,,2003,오피스텔,중개거래,서울 구로구
2024,11215,광진구,10500,자양동,1,대지,762,0,한라아파트,20241014,98000,59.96,0,9,,,1996,아파트,중개거래,"서울 광진구, 서울 노원구"
2024,11320,도봉구,10800,도봉동,1,대지,30,1,한신,20241014,52700,84.94,0,1,,,1995,아파트,중개거래,서울 도봉구
2024,11530,구로구,10200,구로동,1,대지,642,9,한신,20241014,42750,44.78,0,2,,,1988,아파트,중개거래,서울 구로구
2024,11350,노원구,10500,상계동,1,대지,451,0,한신2차,20241014,42100,58.46,0,5,,,1988,아파트,중개거래,서울 노원구
2024,11740,강동구,10100,명일동,1,대지,54,0,한양,20241014,169500,119.37,0,14,,,1986,아파트,중개거래,서울 강동구
2024,11215,광진구,10500,자양동,1,대지,628,13,한양에버빌(628-13),20241014,44000,49.12,26,3,,,2016,연립다세대,중개거래,서울 광진구
2024,11740,강동구,10100,명일동,1,대지,312,198,한영팰리스,20241014,46800,48.91,29,4,,,2016,연립다세대,중개거래,서울 강동구
2024,11500,강서구,10300,화곡동,1,대지,879,21,한울아트빌가,20241014,27000,60.04,28,4,,,2002,연립다세대,중개거래,서울 강서구
2024,11320,도봉구,10600,방학동,1,대지,731,0,한화성원아파트,20241014,35500,59.88,0,5,,,1996,아파트,중개거래,서울 도봉구
2024,11560,영등포구,12800,양평동4가,1,대지,220,0,해울빌,20241014,36000,40.41,63.64,3,,,2021,오피스텔,중개거래,서울 용산구
2024,11320,도봉구,10500,쌍문동,1,대지,54,0,현대1,20241014,49000,84.66,0,14,,,1990,아파트,중개거래,서울 도봉구
2024,11560,영등포구,13300,대림동,1,대지,608,1,현대3차,20241014,103500,140.54,0,13,,,1997,아파트,중개거래,서울 영등포구
2024,11530,구로구,10200,구로동,1,대지,685,70,현대연예인,20241014,63000,84.91,0,6,,,1989,아파트,중개거래,서울 구로구
2024,11470,양천구,10200,목동,1,대지,907,0,현대월드타워,20241014,17500,38.22,54.78,10,,,1999,오피스텔,직거래,
2024,11410,서대문구,11100,홍제동,1,대지,474,0,홍제역해링턴플레이스,20241014,125600,84.95,0,1,,,2024,아파트,직거래,
2024,11170,용산구,10100,후암동,1,대지,423,1,후암미주,20241014,89000,62.28,0,4,,,1980,아파트,중개거래,서울 서초구
2024,11230,동대문구,10200,용두동,,,,,,20241014,92000,115.74,97,,,,1972,단독다가구,중개거래,서울 동대문구
2024,11260,중랑구,10100,면목동,,,,,,20241014,74040,176.8,125,,,,1988,단독다가구,직거래,
2024,11560,영등포구,10300,영등포동2가,1,대지,321,2,더리버캐슬,20241013,40000,49.15,62.67,6,,,2017,오피스텔,중개거래,서울 영등포구
2024,11260,중랑구,10600,신내동,1,대지,817,0,신내 데시앙포레,20241013,62500,59.89,0,2,,,2013,아파트,중개거래,서울 중랑구
2024,11410,서대문구,12000,남가좌동,1,대지,385,0,DMC파크뷰자이1단지,20241013,130000,84.971,0,22,,,2015,아파트,중개거래,서울 서대문구
2024,11740,강동구,10600,둔촌동,1,대지,170,1,올림픽파크 포레온,20241013,274417,109.98,0,17,입주권,,0,아파트,중개거래,서울 강동구
2024,11380,은평구,10900,신사동,1,대지,18,25,(18-25),20241013,15300,33.26,24,2,,,1986,연립다세대,직거래,
2024,11620,관악구,10200,신림동,1,대지,610,75,동신빌라,20241013,17000,36.74,17,1,,,1994,연립다세대,중개거래,서울 관악구
2024,11410,서대문구,12000,남가좌동,1,대지,385,0,DMC파크뷰자이1단지,20241013,135000,84.971,0,3,,,2015,아파트,중개거래,서울 서대문구
2024,11710,송파구,10700,가락동,1,대지,913,0,헬리오시티,20241013,245000,84.95,0,7,,,2018,아파트,중개거래,"서울 강남구, 서울 송파구"
2024,11590,동작구,10700,사당동,1,대지,179,5,(179-5),20241013,25000,61.44,41,-1,,,1986,연립다세대,중개거래,서울 동작구
2024,11230,동대문구,10300,제기동,1,대지,153,0,안암골벽산,20241013,88500,84.98,0,19,,,2003,아파트,중개거래,"경기 남양주시, 서울 성동구"
2024,11440,마포구,12500,성산동,1,대지,249,15,궁전빌라,20241013,69000,136.16,90,1,,,1998,연립다세대,중개거래,서울 마포구
2024,11305,강북구,10100,미아동,1,대지,1353,0,에스케이북한산시티,20241013,59900,59.98,0,12,,,2004,아파트,중개거래,"서울 강북구, 서울 종로구"
2024,11680,강남구,11200,자곡동,1,대지,619,0,강남자곡 힐스테이트,20241013,104000,59.93,0,7,,,2015,아파트,중개거래,서울 강남구
2024,11320,도봉구,10700,창동,1,대지,715,20,신건영빌리지2차10,20241013,17000,33.3,18,4,,,1994,연립다세대,중개거래,서울 도봉구
2024,11710,송파구,10700,가락동,1,대지,913,0,헬리오시티,20241013,203000,59.96,0,19,,,2018,아파트,중개거래,"서울 강동구, 서울 송파구"
2024,11230,동대문구,10600,장안동,,,,,,20241013,50650,149.2,96,,,,1994,단독다가구,중개거래,서울 동대문구
2024,11200,성동구,10200,하왕십리동,1,대지,1070,0,센트라스,20241013,141000,59.94,0,5,,,2016,아파트,중개거래,서울 성동구
2024,11740,강동구,10500,길동,1,대지,388,5,메트로 아파텔,20241013,10800,27.27,36.22,3,,,2004,오피스텔,중개거래,서울 강동구
2024,11230,동대문구,11000,이문동,,,,,,20241013,63000,52.93,89,,,,1969,단독다가구,중개거래,서울 동대문구
2024,11440,마포구,11800,당인동,1,대지,12,18,(12-18),20241013,51500,36.8,28,3,,,1990,연립다세대,중개거래,서울 마포구
2024,11260,중랑구,10500,망우동,1,대지,580,0,금호어울림(580),20241013,67200,84.93,0,14,,,2006,아파트,중개거래,서울 중랑구
2024,11500,강서구,10300,화곡동,1,대지,354,83,삼성블루밍(101동102동),20241013,23000,29.2,17,5,,,2015,연립다세대,중개거래,서울 강서구
2024,11590,동작구,10900,신대방동,1,대지,599,14,영원돌체(599-14),20241013,18600,29.2,20,5,,,2015,연립다세대,중개거래,서울 영등포구
2024,11530,구로구,10700,개봉동,1,대지,477,0,대상,20241013,51000,84.94,0,24,,,1999,아파트,중개거래,서울 구로구
2024,11230,동대문구,10500,답십리동,1,대지,1003,0,래미안위브,20241013,120000,59.97,0,9,,,2014,아파트,중개거래,"서울 동대문구, 서울 영등포구"
2024,11530,구로구,10800,오류동,1,대지,9,231,오류동 삼전솔하임,20241013,14000,20.435,30.425,19,,,2020,오피스텔,중개거래,서울 구로구
2024,11620,관악구,10100,봉천동,1,대지,196,265,관악참존빌,20241013,42500,43.92,28,3,,,2015,연립다세대,중개거래,서울 관악구
2024,11380,은평구,10700,응암동,1,대지,770,0,힐스테이트녹번역,20241013,87000,51.78,0,8,,,2022,아파트,중개거래,서울 은평구
2024,11200,성동구,11100,금호동3가,1,대지,1331,0,두산,20241013,126000,116.81,0,7,,,1994,아파트,중개거래,서울 성동구
2024,11380,은평구,10600,대조동,1,대지,15,97,홍암하이츠맨션,20241013,18800,37.95,16,-1,,,1996,연립다세대,중개거래,서울 은평구
2024,11500,강서구,10300,화곡동,1,대지,1159,0,"우장산아이파크,이편한세상",20241013,128000,84.97,0,5,,,2008,아파트,중개거래,서울 강서구
2024,11380,은평구,10800,역촌동,1,대지,232,0,역촌센트레빌,20241013,66000,84.89,0,1,,,2011,아파트,중개거래,서울 은평구
2024,11230,동대문구,10400,전농동,1,대지,6,0,전농우성,20241013,47700,44.24,0,10,,,1992,아파트,중개거래,서울 동대문구
2024,11680,강남구,11100,세곡동,1,대지,533,0,세곡푸르지오,20241013,142000,84.83,0,1,,,2012,아파트,중개거래,서울 강남구
2024,11260,중랑구,10100,면목동,1,대지,1549,0,용마산모아엘가파크포레,20241013,88500,84.9,0,7,,,2023,아파트,중개거래,서울 중랑구
2024,11290,성북구,13800,장위동,1,대지,225,89,두준빌라,20241013,25300,41.6,33,1,,,2006,연립다세대,중개거래,서울 성북구
2024,11710,송파구,10300,풍납동,1,대지,299,1,강변현대,20241013,86000,83.19,0,2,,,1991,아파트,중개거래,서울 송파구
2024,11530,구로구,10100,신도림동,1,대지,642,0,대림1,20241013,83800,59.88,0,13,,,1999,아파트,중개거래,서울 구로구
2024,11710,송파구,11100,방이동,1,대지,89,0,올림픽선수기자촌2단지,20241013,307000,135.99,0,9,,,1988,아파트,중개거래,서울 송파구
2024,11320,도봉구,10500,쌍문동,1,대지,75,12,세종아트빌,20241013,29800,70.6,39,3,,,2009,연립다세대,중개거래,"서울 강북구, 서울 중랑구"
2024,11170,용산구,12000,도원동,1,대지,23,0,삼성래미안,20241013,119000,59.94,0,17,,,2001,아파트,중개거래,서울 마포구
2024,11290,성북구,13800,장위동,1,대지,233,555,청운트윈스빌B동,20241013,42000,49.47,23,1,,,2002,연립다세대,중개거래,서울 성북구
2024,11230,동대문구,10600,장안동,1,대지,354,2,래미안장안,20241013,93500,84.774,0,16,,,2003,아파트,중개거래,서울 동대문구
2024,11590,동작구,10500,흑석동,1,대지,327,0,청호,20241013,72500,59.85,0,3,,,1997,아파트,중개거래,서울 동작구
2024,11590,동작구,10100,노량진동,1,대지,323,0,우성,20241013,108000,124.77,0,9,,,1997,아파트,중개거래,서울 동작구
2024,11545,금천구,10300,시흥동,1,대지,827,11,금강팰리스,20241013,23000,29.92,23,5,,,2020,연립다세대,중개거래,서울 금천구
2024,11170,용산구,12900,이촌동,1,대지,412,0,이촌코오롱(A),20241013,164000,59.82,0,7,,,1999,아파트,중개거래,서울 용산구
2024,11410,서대문구,12000,남가좌동,1,대지,385,0,DMC파크뷰자이1단지,20241013,172000,120.492,0,25,,,2015,아파트,중개거래,서울 서대문구
2024,11500,강서구,10300,화곡동,1,대지,1145,0,우장산롯데캐슬,20241013,106000,85,0,16,,,2003,아파트,중개거래,서울 강서구
2024,11560,영등포구,12400,문래동6가,1,대지,38,1,문래베어스타운,20241013,92700,84.9,0,20,,,1997,아파트,중개거래,서울 영등포구
2024,11200,성동구,10700,행당동,1,대지,347,0,대림e-편한세상,20241013,129500,84.87,0,2,,,2000,아파트,중개거래,서울 성동구
2024,11560,영등포구,12600,양평동2가,1,대지,1,1,신동아하이팰리스,20241013,68000,97.11,122.24,4,,,2005,오피스텔,중개거래,서울 영등포구
2024,11320,도봉구,10500,쌍문동,1,대지,497,4,은행주택103동,20241013,34500,57.62,36,3,,,2016,연립다세대,중개거래,서울 강북구
2024,11290,성북구,11900,동선동4가,1,대지,319,12,반석리치빌,20241013,33500,47.65,35,3,,,2018,연립다세대,중개거래,"서울 강북구, 서울 중랑구"
2024,11560,영등포구,13300,대림동,1,대지,1125,0,보라매 신동아 파밀리에,20241013,93000,84.88,0,8,,,2016,아파트,중개거래,서울 영등포구
2024,11500,강서구,10100,염창동,1,대지,255,0,무학,20241013,76000,59.38,0,7,,,1999,아파트,중개거래,서울 강서구
2024,11590,동작구,10200,상도동,1,대지,198,58,우일주택,20241013,23000,40.32,27,2,,,1989,연립다세대,중개거래,서울 동작구
2024,11500,강서구,10200,등촌동,1,대지,688,0,주공3,20241013,77500,58.14,0,9,,,1995,아파트,중개거래,서울 강서구
2024,11260,중랑구,10100,면목동,1,대지,133,5,한스넥스빌,20241013,29000,67.47,43,4,,,2002,연립다세대,중개거래,서울 중랑구
2024,11500,강서구,10800,공항동,1,대지,1377,0,에스엠파크빌,20241013,24000,25.13,15,7,,,2018,연립다세대,중개거래,서울 강서구
2024,11290,성북구,10800,동소문동5가,1,대지,15,0,성신여대역솔하임,20241013,20000,14.022,0,7,,,2018,아파트,중개거래,서울 성북구
2024,11740,강동구,10600,둔촌동,1,대지,170,1,올림픽파크 포레온,20241013,230568,84.99,0,27,입주권,,0,아파트,중개거래,서울 강동구
2024,11740,강동구,10600,둔촌동,1,대지,170,1,올림픽파크 포레온,20241013,228505,84.99,0,11,입주권,,0,아파트,중개거래,서울 강동구
2024,11230,동대문구,10700,청량리동,1,대지,235,1,미주,20241013,107000,101.65,0,15,,,1978,아파트,중개거래,서울 동대문구
2024,11560,영등포구,11100,당산동1가,,,,,,20241012,59000,34.71,99,,,,1936,단독다가구,중개거래,서울 영등포구
2024,11590,동작구,10200,상도동,1,대지,210,195,모건쉐르빌,20241012,24000,29.34,19,3,,,2012,연립다세대,중개거래,서울 동작구
2024,11500,강서구,10600,내발산동,1,대지,696,4,힐하우스,20241012,33500,54.41,31,3,,,2012,연립다세대,중개거래,서울 강서구
2024,11500,강서구,10600,내발산동,1,대지,753,0,마곡수명산파크4단지,20241012,85300,59.84,0,4,,,2008,아파트,중개거래,"서울 강서구, 서울 마포구"
2024,11500,강서구,10600,내발산동,1,대지,696,4,힐하우스,20241012,33500,54.41,31,3,,20241025,2012,연립다세대,중개거래,서울 강서구
2024,11530,구로구,10200,구로동,1,대지,1261,0,일신건영,20241012,64500,60,0,2,,,1998,아파트,중개거래,서울 구로구
2024,11560,영등포구,12900,양평동5가,1,대지,76,0,양평한신,20241012,83500,59.94,0,8,,,1996,아파트,중개거래,서울 영등포구
2024,11500,강서구,10400,가양동,1,대지,1500,0,강서한강자이,20241012,160000,124.424,0,11,,,2013,아파트,중개거래,서울 강서구
2024,11530,구로구,10700,개봉동,1,대지,277,9,"명문아이빌101동,102동",20241012,32000,50.12,30,4,,,2014,연립다세대,중개거래,서울 구로구
2024,11200,성동구,10200,하왕십리동,1,대지,1002,0,왕십리KCC스위첸,20241012,106500,64.236,0,15,,,2016,아파트,중개거래,서울 성동구
2024,11380,은평구,10900,신사동,1,대지,200,186,명남더블레스,20241012,38500,50.94,31,5,,,2015,연립다세대,중개거래,서울 은평구
2024,11380,은평구,10400,갈현동,1,대지,504,8,명가빌리지(504-8),20241012,14200,33.97,20,2,,,2011,연립다세대,직거래,
2024,11260,중랑구,10300,중화동,1,대지,309,110,대성주택(2동),20241012,24500,44.92,32,-1,,,1986,연립다세대,중개거래,서울 중랑구
2024,11170,용산구,12300,신계동,1,대지,48,0,용산e편한세상,20241012,156000,59.66,0,4,,,2011,아파트,중개거래,서울 용산구
2024,11260,중랑구,10100,면목동,1,대지,193,1,면목한신,20241012,29800,35.3,0,12,,,1987,아파트,중개거래,서울 중랑구
2024,11260,중랑구,10100,면목동,1,대지,193,1,면목한신,20241012,25800,27,0,1,,,1987,아파트,중개거래,서울 중랑구
2024,11260,중랑구,10100,면목동,1,대지,1528,0,면목동금호어울림아파트,20241012,73900,84.872,0,7,,,2005,아파트,중개거래,서울 중랑구
2024,11500,강서구,10500,마곡동,1,대지,758,2,마곡일성트루엘플래닛,20241012,40000,42.86,59.87,14,,,2016,오피스텔,중개거래,서울 강서구
2024,11350,노원구,10200,월계동,1,대지,929,0,현대,20241012,65000,59.95,0,23,,,2000,아파트,중개거래,서울 노원구
2024,11560,영등포구,12700,양평동3가,1,대지,17,1,양평동 우림보보카운티 오피스텔,20241012,8400,16.25,24.43,4,,,2003,오피스텔,중개거래,서울 영등포구
2024,11260,중랑구,10500,망우동,1,대지,343,2,하우지움3차,20241012,26300,29.19,19,6,,,2020,연립다세대,중개거래,서울 중랑구
2024,11500,강서구,10400,가양동,1,대지,1461,0,가양2단지(성지),20241012,67000,49.56,0,4,,,1992,아파트,중개거래,서울 강서구
2024,11230,동대문구,10600,장안동,1,대지,460,13,양지쉐르빌,20241012,50000,76.31,36,3,,,2015,연립다세대,중개거래,서울 동대문구
2024,11200,성동구,10500,마장동,1,대지,818,0,현대,20241012,100000,84.91,0,8,,,1998,아파트,중개거래,서울 성동구
2024,11440,마포구,10100,아현동,1,대지,777,0,마포래미안푸르지오4단지,20241012,200000,84.597,0,20,,,2014,아파트,중개거래,서울 마포구
2024,11350,노원구,10400,하계동,1,대지,251,0,하계1청구,20241012,80000,84.6,0,3,,,1997,아파트,중개거래,서울 노원구
2024,11440,마포구,12300,망원동,1,대지,523,0,마포월드컵제이스카이,20241012,73000,59.97,0,4,,,2021,아파트,중개거래,서울 마포구
2024,11440,마포구,10200,공덕동,1,대지,463,0,마포현대하이엘,20241012,22000,31.375,41.037,11,,,2005,오피스텔,중개거래,서울 마포구
2024,11710,송파구,10700,가락동,1,대지,913,0,헬리오시티,20241012,233000,84.99,0,27,,,2018,아파트,중개거래,서울 송파구
2024,11290,성북구,13300,정릉동,1,대지,508,160,아크로빌성북,20241012,37000,50.8,64,2,,,2019,연립다세대,중개거래,서울 성북구
2024,11410,서대문구,11900,북가좌동,1,대지,3,161,그린힐빌라트,20241012,22000,67.53,32,2,,,1997,연립다세대,중개거래,서울 서대문구
2024,11410,서대문구,11100,홍제동,1,대지,331,0,홍제현대,20241012,65000,60.81,0,1,,,1992,아파트,중개거래,서울 서대문구
2024,11260,중랑구,10600,신내동,1,대지,801,0,영풍마드레빌,20241012,69500,84.848,0,11,,,2004,아파트,중개거래,서울 중랑구
2024,11380,은평구,10700,응암동,1,대지,85,32,세영카이져,20241012,40000,51.94,32,5,,,2016,연립다세대,중개거래,서울 은평구
